25394	La Palma	5.4166667	-74.4166667
68397	La Paz	6.25	-73.4666667
20621	La Paz (Robles)	10.1666667	-73.25
25398	La Peña	5.25	-74.4166667
5390	La Pintada	5.75	-75.6
41396	La Plata	2.4166667	-76.1666667
54398	La Playa	8.25	-73.1666667
99524	La Primavera	5.4905556	-70.4091667
85136	La Salina	6.1852778	-72.3444444
19392	La Sierra	2.25	-76.8333333
63401	La Tebaida	4.45	-75.8
52390	La Tola	2.4108333	-78.2427778
5400	La Unión	5.9166667	-75.3333333
52399	La Unión	1.5833333	-77.0833333
70400	La Unión	8.8605556	-75.2805556
76400	La Unión	4.5358333	-76.1066667
15403	La Uvita	6.3333333	-72.5
19397	La Vega	2.0833333	-76.8333333
25402	La Vega	5	-74.35
15401	La Victoria	5.5258333	-74.2361111
17867	La Victoria	4.5238889	-76.0411111
76403	La Victoria	4.5238889	-76.0411111
66400	La Virginia	4.9166667	-75.8333333
54377	Labateca	7.3333333	-72.5
15377	Labranzagrande	5.5833333	-72.5833333
68385	Landázuri	6.2238889	-73.8127778
68406	Lebrija	7.4166667	-73.4166667
52405	Leiva	1.9375	-77.3080556
50400	Lejanías	3.5136111	-74.0516667
25407	Lenguazaque	5.3333333	-73.6666667
91001	Leticia	-4.2152778	-69.9405556
